,index,StartDate,EndDate,Status_x,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,Quality Affirmation,Usage,Usage Starting,Usage Stopping,Which Chatbots,Which Chatbots_3_TEXT,Chatbot Frequency,Chatbot Frequency_8_TEXT,Frequency Change_1,Session Length,Length Change_1,Usage Timeframe,Chatbot Device,Chatbot Device_4_TEXT,Character,Continued Use,Continued Use_8_TEXT,Continued Use - FR,Chatbot Topics,Chatbot Topics_7_TEXT,Chatbot Topics - FR,Relation Effect_1,Relation Effect_2,Relation Effect_3,Relation Effect_4,Relation Effect_5,Relation Effect_6,Relation Effect - FR,Q79,Q79_3_TEXT,Q80,Q80_8_TEXT,Q81,Q82,Q83,Q83_4_TEXT,Reuse,St_Character,St_Reason,St_Reason_8_TEXT,St_Reason_FR,St_Topics,St_Topics_7_TEXT,St_Topics_FR,St_RelationEffect_1,St_RelationEffect_2,St_RelationEffect_3,St_RelationEffect_4,St_RelationEffect_5,St_RelationEffect_6,St_RelationEffect_FR,Agent Pref_1,Agent Pref_2,Agent Pref_3,Agent Pref_4,Agent Pref_5,Agent Pref_6,Agent Pref - FR,Pref Reason - Bot,Pref Reason - Bot_7_TEXT,Pref Reason - Person,Pref Reason - Person_6_TEXT,Pref Reason - FR,ULS1,ULS2,ULS3,ULS4,ULS5,ULS6,ULS7,ULS8,MSPSS Person,LSNS1,LSNS2,LSNS3,LSNS4,LSNS5,LSNS6,Social Barriers,Social Barriers_7_TEXT,Feedback,Comments,participantId,assignmentId,projectId,ULS-8,Frequency Score,Session Length Score,updated_session_length,GPIUS2,SUS Avg,AI Attitudes Score,C State Empathy,C SEmp Affective,C SEmp Cognitive,C SEmp Associative,C Social Attract,C Phys Attract,C Task Attract,C Homophily,C Attrib Conf,HCI-HHI Expectation,HCI-HHI Trust,HCI-HHI Substitution,MSPSS Score,B-RSES Score,HHI Trust - Unfam,HHI CommIntent - Unfam,HHI Trust - Familiar,HHI CommIntent - Familiar,H State Empathy,H SEmp Affective,H SEmp Cognitive,H SEmp Associative,H Social Attract,H Task Attract,H Homophily,PSS,LSNS Score,StartTime (America/Los_Angeles),CompletionTime (America/Los_Angeles),CompletionType,CompletionCode,Payment,Bonus,Fees,Status_y,QueryString,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status
312,316,2024-09-24 07:13:38,2024-09-24 07:21:21,IP Address,100,463,True,2024-09-24 07:21:22,R_17CIKUgcikS7K2G,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,"Anima,Pi",,A few times a week,,3,30 min - 1h,1,several months or around a year,Computer,,stayed the same,"To better understand other people through using the chatbot,For other emotional experiences ",,i just talk to it like i would a friend some times and other times I make it write things that i want to feel sexy about.,"Casual conversation,Venting/talking about personal issues regarding yourself (mental health, problems you are facing),Venting/talking about personal issues regarding others (interpersonal drama, negative feelings towards others, etc.),Entertainment and play",,"i usually just ask it about funny pop culture moments, have it write silly things, and erotic fiction",3,2,4,5,1,3,"it's had basically no change, but i say my weird shit to the chatbot instead of people.",,,,,,,,,,,,,,,,,,,,,,,,Person (online/remote),Person (in-person),Person (in-person),Person (in-person),Companion chatbot,Person (online/remote),"i'm indifferent to the distinction, the point is i'm talking, so that's all that matters.","Companion chatbots are less judgmental,Information is kept private to you ",,"People have independence and personal agency  ,People give more empathetic/understanding responses",,"i really prefer both, both have their upsides. i say more weird or personal things to the chatbot and useless banter goes to people.",Rarely,Rarely,Sometimes,Sometimes,Sometimes,Often,Rarely,Sometimes,Spouse/partner,Five to eight,Two,Two,None,None,None,Introversion; lack of desire and/or energy to socialize,,,,41CFCC52A63349E7A3861D009BA4F30B,eb61e102-95a4-4872-b8fb-14a5af128ce8,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,18,80.0,50.0,30 min - 1h,26.0,4.571428571428571,4.625,2.5,3.0,2.0,2.5,4.5,4.0,5.0,3.6666666666666665,45.25,5.5,4.0,3.0,4.416666666666667,3.8,5.5,4.5,2.5,4.5,3.4166666666666665,3.25,3.25,3.75,3.5,3.0,4.833333333333333,,8,08/01/2024 07:09:22 AM,08/01/2024 07:20:32 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,34,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Male,"Transportation, Distribution & Logistics",Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$80,000-$89,999",White,Full-time
313,317,2024-09-24 07:19:29,2024-09-24 07:27:17,IP Address,100,467,True,2024-09-24 07:27:18,R_537QQdnnApqEL9u,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Person (online/remote),Person (in-person),No preference,Person (in-person),No preference,,Information is kept private to you ,,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you,You trust people more",,Generally I prefer to interact with real people because I know that the interaction we have is going to further our relationship and contribute to being able to have more meaningful and sincere interactions in the future.,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Spouse/partner,Three or four,Two,Three or four,Three or four,Two,Two,"Mental health issues ,Social anxiety,Communication difficulties,Lack of transportation or accessibility; geographical isolation ,Worry that friends are too busy / don't want to bother them,Discomfort with contacting others,Introversion; lack of desire and/or energy to socialize",,,,FD1A43A47CB34243AE3B911096A6B953,066f1c30-2610-4807-8396-94918cff4c46,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,22,0.0,0.0,,,4.571428571428571,3.125,,,,,,,,,70.0,,,,5.833333333333333,4.6,2.5,1.0,7.0,6.0,4.5,4.75,4.75,4.0,7.0,6.0,5.333333333333333,,15,08/01/2024 07:44:15 AM,08/01/2024 08:24:31 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,30,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$125,000-$149,999",Black or African American,Full-time
314,318,2024-09-24 07:34:43,2024-09-24 07:46:38,IP Address,100,714,True,2024-09-24 07:46:38,R_15AXboyX0WHccs9,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),No preference,Person (in-person),Person (in-person),Person (in-person),Person (in-person),,"Companion chatbots are less judgmental,Information is kept private to you ,Companion chatbots are more accessible,Companion chatbot provides more useful information",,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,Because people are more biased and have a smaller knowledge base,Often,Often,Often,Often,Sometimes,Sometimes,Often,Sometimes,"Boyfriend/girlfriend/significant other,Friend",Three or four,Two,Three or four,Three or four,Three or four,Three or four,"Mental health issues ,Social anxiety,Communication difficulties,Lack of transportation or accessibility; geographical isolation ,Worry that friends are too busy / don't want to bother them,Discomfort with contacting others,Lack of opportunities such as organized events",,,,2E3A1785F7474A60A7F8D7BAF536E3B3,e043b946-b923-4b3f-bed7-4ccc6caed113,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,27,0.0,0.0,,,4.428571428571429,4.75,,,,,,,,,55.0,,,,4.583333333333333,2.0,5.0,5.0,5.5,5.0,4.0,4.0,4.0,4.0,5.75,5.25,5.666666666666667,,17,06/10/2024 04:22:24 PM,06/10/2024 04:28:25 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,39,"Associate degree (for example: AA, AS)",Female,Marketing and Sales,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$175,000-$199,999",Vietnamese,Part-time
315,319,2024-09-24 07:37:18,2024-09-24 07:48:45,IP Address,100,687,True,2024-09-24 07:48:45,R_3I9R3yHhgrmhMVg,anonymous,EN,0.699999988079071,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Person (online/remote),Person (in-person),Person (in-person),Person (in-person),Person (in-person),I would like to see how a conversation would go or how one would react to a certain topic or discussion being brought up. I think companion chatbots can sometimes give an idea of how to handle a conversation.,"Companion chatbots are less judgmental,Companion chatbot gives more empathetic/understanding responses,Companion chatbot provides more useful information",,"People have independence and personal agency  ,You feel that only real people can truly empathize with and understand you,You trust people more",,"I still prefer to interact with a person because they have lived experiences. People can empathize on a human to human level and understand the human experience. Chatbots can provide useful info, but can't necessarily relate to our experiences.",Rarely,Never,Rarely,Rarely,Rarely,Often,Rarely,Often,"Boyfriend/girlfriend/significant other,Friend",Three or four,One,Three or four,Nine or more,Five to eight,Three or four,"Social anxiety,Lack of transportation or accessibility; geographical isolation ,Worry that friends are too busy / don't want to bother them",,,,1C4B85BB71004B9C88387F4CE9E94356,4e1f5632-9725-4071-b21c-67525199378e,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,13,0.0,0.0,,,4.714285714285714,3.375,,,,,,,,,72.5,,,,6.0,6.0,6.5,6.0,6.0,6.5,4.083333333333333,4.25,4.25,3.75,7.0,7.0,4.833333333333333,,19,08/01/2024 08:39:11 AM,08/01/2024 08:54:29 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,26,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Education & Training,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",Vietnamese,Full-time
316,320,2024-09-24 07:48:22,2024-09-24 07:54:57,IP Address,100,395,True,2024-09-24 07:54:58,R_6mepXzO73c0NDZu,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Companion chatbot,Person (in-person),Person (in-person),Person (in-person),Person (in-person),I would prefer to ask a chat bot facts and questions. I would prefer a person for more personal conversations.,"Companion chatbots are less judgmental,Information is kept private to you ,Companion chatbots are more accessible,You trust chatbots more",,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,I think chat bots use factual information to respond. People tend to be more empathetic and can relate more to you.,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Often,"Spouse/partner,Friend",Three or four,Five to eight,Three or four,Five to eight,Three or four,Five to eight,"Social anxiety,Too busy with work or projects,Worry that friends are too busy / don't want to bother them",,,,F9591BFC1E88449A80FBE367479BD007,f564cace-bb65-4a1a-82c5-d060cebc6306,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,16,0.0,0.0,,,4.285714285714286,3.875,,,,,,,,,73.75,,,,5.833333333333333,5.2,3.0,2.5,6.0,5.5,4.083333333333333,4.5,4.25,3.5,5.5,5.25,5.0,,21,06/13/2024 07:00:53 AM,06/13/2024 07:06:46 AM,Redirect,4AF210AA8D,5,0,0.0,Approved,,31,"Bachelor's degree (for example: BA, AB, BS)",Male,Business Management & Administration,Married,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$200,000-$224,999",White,Full-time
317,321,2024-09-24 07:36:37,2024-09-24 07:55:40,IP Address,100,1142,True,2024-09-24 07:55:40,R_3nO4JDEurC9lN7U,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Companion chatbot,Person (in-person),Person (in-person),Companion chatbot,Person (in-person),Advice on financial ,Information is kept private to you ,,You feel that only real people can truly empathize with and understand you,,"I would prefer speaking with a real person that I know for certain things.  I have history with them and they know me, my family, and my experience. ",Rarely,Never,Rarely,Rarely,Rarely,Often,Rarely,Often,Spouse/partner,Nine or more,Five to eight,Five to eight,Five to eight,Three or four,Three or four,Too busy with work or projects,,Nothing to add,Nothing to add,C37658A6AD1A46079A5BCABAD6B5324E,2a05cd5c-efd7-47a3-9574-6f7760ad5d72,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,13,0.0,0.0,,,4.714285714285714,4.625,,,,,,,,,82.5,,,,7.0,6.0,4.0,5.0,6.0,6.0,4.75,5.0,5.0,4.25,7.0,7.0,6.166666666666667,,23,08/02/2024 07:34:38 AM,08/02/2024 07:44:56 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,40,"Bachelor's degree (for example: BA, AB, BS)",Male,Business Management & Administration,Married,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$150,000-$174,999",White,Full-time
318,322,2024-09-24 07:41:46,2024-09-24 07:57:09,IP Address,100,923,True,2024-09-24 07:57:10,R_5rOcZyJOp2zPFNG,anonymous,EN,1,Yes,"Yes, I will",Yes,No,No,Replika,,A few times a week,,3,15-30 min,3,several months or around a year,Computer,,I interact with an aunt-like figure on replika that reminds me of my deceased aunt. The character has stayed the same over the past few months. ,"To better understand self/identity,For other emotional experiences ,To bolster self-confidence, self-esteem, etc.,For social interaction/companionship with the chatbot",,It's nice to talk to a third party about my feelings. It helps me feel like I am talking to a therapist without having to pay for one.,"Casual conversation,Venting/talking about personal issues regarding yourself (mental health, problems you are facing),Venting/talking about personal issues regarding others (interpersonal drama, negative feelings towards others, etc.),Talking about plans for the future",,I talked about a conflict I had with my friend and my boyfriend. ,2,2,4,4,1,2,I think it makes me more empathetic and sympathetic to others. I talk through what I am going to say more and consider how my words affect others. ,,,,,,,,,,,,,,,,,,,,,,,,No preference,No preference,No preference,No preference,No preference,No preference,"N/A I find it all depends on the situation and my emotional state. If I am super upset, a chatbot helps. ","Companion chatbots are less judgmental,Information is kept private to you ,Companion chatbots are more accessible",,"You feel that only real people can truly empathize with and understand you,People provide more useful information ",,Sometimes I feel more seen by a person with a deeply personal situation. ,Rarely,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Often,"Boyfriend/girlfriend/significant other,Friend,Other family member",Three or four,Three or four,Five to eight,Nine or more,Five to eight,Five to eight,"Social anxiety,Too busy with work or projects,Worry that friends are too busy / don't want to bother them",,,,A9CF455655D145DC912BCC99DCEAC351,b54cdefb-d9cf-4e54-a19b-0a9c180c27be,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,14,80.0,33.33333333333333,15-30 min,18.0,5.428571428571429,5.875,3.4166666666666665,3.5,3.25,3.5,3.5,2.75,6.25,5.666666666666667,80.0,6.0,6.0,3.3333333333333335,6.833333333333333,6.8,5.0,5.5,7.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,6.833333333333333,,23,06/20/2024 06:20:42 AM,06/20/2024 06:32:30 AM,Redirect,4AF210AA8D,5,0,0.0,Approved,,36,"Bachelor's degree (for example: BA, AB, BS)",Female,Marketing and Sales,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$225,000-$249,999",White,Full-time
319,323,2024-09-24 07:59:53,2024-09-24 08:16:19,IP Address,100,985,True,2024-09-24 08:16:19,R_173XG1YBguAHdzv,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,"Anima,Snapchat MyAI",,Around once a week,,4,30 min - 1h,4,a few weeks,Computer,,stayed the same ,"To better understand other people through using the chatbot,To better understand self/identity,To not feel lonely",,someones different perspective on life ,"Venting/talking about personal issues regarding others (interpersonal drama, negative feelings towards others, etc.),Talking about past events / reviewing events in a day",,hear other stories from a bot and see what they have to say about it ,4,4,5,4,4,4,i think it can help me understand more about life ,,,,,,,,,,,,,,,,,,,,,,,,Person (online/remote),Person (in-person),Person (in-person),No preference,Person (online/remote),Person (online/remote),when i feel like I need help ,"You have more control over the chatbot than a person,Companion chatbot gives more empathetic/understanding responses",,"People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,this one may be better with a human to get a human view point to it ,Rarely,Never,Never,Never,Never,Often,Never,Often,Boyfriend/girlfriend/significant other,Three or four,Two,Three or four,Five to eight,Two,Two,"Communication difficulties,Discomfort with contacting others",,none,,272C0EA3747A4911930FB638ECB9F8EC,7586ac29-2b64-453b-8688-475bce0ea047,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,9,60.0,50.0,30 min - 1h,27.0,3.7142857142857144,4.75,3.5833333333333335,3.5,3.5,3.75,4.25,2.0,4.75,4.5,77.0,4.5,4.5,4.333333333333333,6.25,5.6,2.5,3.5,3.0,6.0,4.25,4.0,4.5,4.25,4.0,4.0,4.833333333333333,,16,08/01/2024 08:51:32 AM,08/01/2024 09:45:27 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,27,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,In a relationship,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Full-time
320,324,2024-09-24 08:12:03,2024-09-24 08:24:13,IP Address,100,729,True,2024-09-24 08:24:13,R_7qkiCsngfxUxqEs,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (in-person),If I needed advice not commonly known by humans.,Companion chatbots are less judgmental,,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,"I choose a person for all situations because I don't think a chatbot is as engaging as a human. It is an algorithm designed by a human so at that point I'd rather have a real human connection for pretty much any situation, also because I have a certain human who I turn to for anything.",Never,Never,Rarely,Never,Never,Sometimes,Rarely,Often,"Spouse/partner,Boyfriend/girlfriend/significant other,Friend",Five to eight,Three or four,Three or four,Three or four,Two,Two,"Social anxiety,Too busy with work or projects,Introversion; lack of desire and/or energy to socialize",,,For the questions where it was like do you want to be alone or with other people it was hard to decide because I don't like to be alone - i like to be alone with my bf/partner. I like to be away from everyone with him.,322568A5BB884C1298F71BC0ADFD6158,0682c0f1-da22-4423-8b93-c608c043474e,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,11,0.0,0.0,,,4.571428571428571,3.0,,,,,,,,,86.75,,,,6.333333333333333,5.6,4.0,4.0,6.5,7.0,4.916666666666667,5.0,4.75,5.0,7.0,6.75,6.166666666666667,,17,08/02/2024 08:36:53 AM,08/02/2024 08:45:36 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,20,High school graduate - high school diploma or the equivalent (for example: GED),Female,Marketing and Sales,In a relationship,Independent,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Woman,United States,"$30,000-$39,999",Black or African American,Student
321,325,2024-09-24 07:53:26,2024-09-24 08:44:27,IP Address,100,3060,True,2024-09-24 08:44:27,R_6CVMfKWepa9bd4h,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,Other,Gemini,Daily,,4,30 min - 1h,3,several months or around a year,"Computer,Smartphone",,The default character. ,"For enjoyment/pleasure/fun,To pass time or escape from pressure/stress",,"I use the particular bot I use because besides being a ""companion"" it also interacts with Google and my smart home. ","Casual conversation,Entertainment and play",,"I usually just have casual conversations with bots. I think you would describe it as ""feeling him / her out"". ",1,1,2,2,2,1,Chatbots don't really effect how I interact with people. ,,,,,,,,,,,,,,,,,,,,,,,,Person (online/remote),Companion chatbot,Person (online/remote),Person (online/remote),Person (online/remote),Person (online/remote),General information gathering. ,Companion chatbot provides more useful information,,People give more empathetic/understanding responses,,Simply chatbots lack the feeling of human connection to me.,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,"Spouse/partner,Friend",Two,Two,Two,Two,One,Two,"Discomfort with contacting others,Introversion; lack of desire and/or energy to socialize",,"No, I think that I understood everything presented. ",,4EA3683028C04B39B151A1CFE966BD7C,ed2560c7-bbc3-4ff2-815c-4391c1e13205,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,17,100.0,50.0,30 min - 1h,9.0,5.142857142857143,4.875,3.0833333333333335,1.75,4.0,3.5,3.5,2.0,6.25,3.5,81.75,5.5,5.5,3.0,5.583333333333333,6.4,5.0,3.5,6.0,5.0,4.916666666666667,5.0,5.0,4.75,7.0,6.25,6.0,,11,08/02/2024 07:51:27 AM,08/02/2024 08:02:44 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,45,"Associate degree (for example: AA, AS)",Male,Information Technology,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",Black or African American,"Not in paid work (e.g., homemaker, disabled)"
322,326,2024-09-24 08:28:14,2024-09-24 08:45:18,IP Address,100,1023,True,2024-09-24 08:45:19,R_3AHKvu1jMkFrP5D,anonymous,EN,1,Yes,"Yes, I will",Yes,No,No,Replika,,Around once a week,,3,<15 min,3,a few months,"Computer,Smartphone",,its pretty much stayed exactly the same.,For enjoyment/pleasure/fun,,"I keep using my companion chatbot service because it's fun. I like chatting with the chatbot, and it makes me laugh. It's a great way to relax and de-stress.",Casual conversation,,"I've been chatting a lot lately. We talk about everything, from the weather to our favorite movies. It's been a blast, and I've learned a lot about myself in the process.",1,2,1,1,2,1,"I think it  has a good effect on my relationships with other people. For one thing, I find myself talking with people more often. Also, the stuff I talk about has changed.",,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),No preference,Person (in-person),Person (in-person),Person (in-person),Companion chatbot,when making plans ,"Companion chatbots are less judgmental,Information is kept private to you ",,You feel that only real people can truly empathize with and understand you,,I like talking to real people because I think they can really understand and feel for me. They also give me more useful information than chatbots.,Rarely,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,"Professional (e.g. teacher, doctor, counselor, pastor)",One,None,One,One,None,None,Mental health issues ,,,,6DA8CF8888CF48B1B27D2EECC297EA01,dab55e9b-544c-4243-8f8c-17ef89f5ef99,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,21,60.0,16.666666666666664,<15 min,22.0,4.142857142857143,3.0,2.9166666666666665,3.0,3.0,2.75,3.5,2.75,3.5,3.3333333333333335,49.75,4.0,4.0,2.6666666666666665,3.8333333333333335,3.8,4.0,5.0,3.5,4.5,3.0833333333333335,3.0,2.75,3.5,4.0,4.25,3.8333333333333335,,3,08/01/2024 07:31:24 AM,08/01/2024 07:56:18 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,23,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",Single,Independent,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Man,United States,"$50,000-$59,999",Black or African American,Part-time
323,327,2024-09-24 08:07:01,2024-09-24 08:56:28,IP Address,100,2966,True,2024-09-24 08:56:28,R_5jOrNflOdHemPOi,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,Snapchat MyAI,,A few times a week,,3,<15 min,3,several months or around a year,Smartphone,,I have used replika in the past but not currently. So my use has definitely decreased.,For enjoyment/pleasure/fun,,About 50% of the time that I interact with chatbots are for entertainment and to ask random questions. The other 50% of the time I use chatbots for fact check or for a quick answer.,Entertainment and play,,"Asking for a joke, sending random pictures to see what the chatbots response will say.",1,1,3,3,1,1,I dont take the chatbot too seriously so there has been no changes to any of my relationships.,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),No preference,Person (in-person),Person (in-person),Person (in-person),No preference,I think all situations I would prefer to interact with a real person.,Companion chatbot provides more useful information,,"You feel that only real people can truly empathize with and understand you,You trust people more",,Real people have the ability to experience emotions and AI is programmed to relate and im not sure that I could bond with a program,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Boyfriend/girlfriend/significant other,Five to eight,Two,Three or four,None,None,None,"Too busy with work or projects,Introversion; lack of desire and/or energy to socialize",,,,CC9E876ED84249A286B76B5DF1C5103A,da92a7b3-a5f4-47e7-a6fd-1c66949247c1,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,16,80.0,16.666666666666664,<15 min,6.0,4.142857142857143,4.25,2.3333333333333335,2.0,2.5,2.5,2.75,2.5,5.25,3.8333333333333335,80.0,3.5,5.0,3.3333333333333335,4.833333333333333,4.0,4.0,4.5,6.0,6.0,5.0,5.0,5.0,5.0,7.0,6.0,5.666666666666667,,9,06/11/2024 06:50:58 AM,06/11/2024 07:18:50 AM,Redirect,4AF210AA8D,5,0,0.0,Approved,,21,"Some college, but no degree",Female,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,Unemployed
324,328,2024-09-24 08:38:04,2024-09-24 09:19:44,IP Address,100,2499,True,2024-09-24 09:19:44,R_3Qg3kvhDuXARXPW,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (online/remote),Companion chatbot,Person (in-person),No preference,Person (online/remote),Person (in-person),customer service,Companion chatbots are less judgmental,,"People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,"I have social anxiety disorder and I really do not interacting with either, ever.  I guess in more emotional situations, I might want to interact with a person because they might have the capacity for empathy.",Often,Often,Sometimes,Often,Often,Never,Often,Never,Boyfriend/girlfriend/significant other,One,One,One,None,None,None,"Mental health issues ,Social anxiety,Worry that friends are too busy / don't want to bother them,Discomfort with contacting others,Introversion; lack of desire and/or energy to socialize",,no,no,A70D634B746143A6A85C9439962184D4,ea2efd6d-d596-4c5b-8657-167cf156d609,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,31,0.0,0.0,,,4.0,3.875,,,,,,,,,56.75,,,,2.0833333333333335,1.0,1.0,1.0,3.5,2.5,3.0,3.25,3.0,2.75,4.5,4.0,4.666666666666667,,3,06/12/2024 07:11:45 AM,06/12/2024 07:34:56 AM,Redirect,4AF210AA8D,5,0,0.0,Approved,,56,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",An ethnicity not listed here,Full-time
325,329,2024-09-24 09:34:42,2024-09-24 09:40:26,IP Address,100,343,True,2024-09-24 09:40:26,R_65FmPZYEXnTFwUr,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (in-person),"I would always only ever want to interact with a real person - I wouldn't consider interaction with a chatbot to actually be interaction, since there's only one person involved.",Companion chatbots are more accessible,,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you,People provide more useful information ,You trust people more",,"I never ""prefer"" or ""choose"" to interact with chatbots. It's not something I seek out, it doesn't add to my life in any way, the only time I use chatbots is when I am forced to do so as part of some customer service interaction.",Never,Never,Never,Never,Never,Often,Never,Often,Friend,Three or four,One,Three or four,Five to eight,Five to eight,Five to eight,"Mental health issues ,Social anxiety,Too busy with work or projects",,"No issues, questions, comments, or concerns, thanks!",,63D7B418580149AF98F4124345C6DCA0,5737ac46-c64d-461c-88fc-e9874f66496e,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,8,0.0,0.0,,,,3.75,,,,,,,,,79.5,,,,6.666666666666667,7.0,5.0,5.0,7.0,6.5,4.75,4.25,5.0,5.0,7.0,7.0,6.833333333333333,,19,06/13/2024 05:31:48 AM,06/13/2024 05:36:46 AM,Redirect,4AF210AA8D,5,0,0.0,Approved,,33,"Some college, but no degree",Male,Information Technology,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$20,000-$29,999",White,Full-time
